-0.018005058,0.018093416,0.0179108,-0.004938513,0.0047912896,-0.019008,0.018449984,-0.01797119,0.008984983,-0.006073892,0.0,0.0,0.0,0.0,0.0,
0.018002005,0.017995369,-0.018015776,-0.004938364,0.0047914386,-0.017992087,-0.018006315,-0.01805999,-0.008984804,0.00607419,0.0,0.0,0.0,0.0,0.0,
0.018028596,-0.017960122,0.018026102,0.0049081296,-0.0047901273,0.018017814,-0.017897312,0.017907206,0.008980975,0.006069407,0.0,0.0,0.0,0.0,0.0,
0.018002389,-0.018595498,-0.018045716,0.0049290955,0.004789382,-0.017969478,-0.018052952,-0.0179442,-0.0089837015,-0.0060736164,0.0,0.0,0.0,0.0,0.0,
-0.018000085,-0.018065326,-0.018121604,0.0049286783,0.0047905,0.018033216,-0.018106312,0.018028297,-0.008983567,-0.006052196,0.0,0.0,0.0,0.0,0.0,
0.017997462,-0.017970422,0.017999558,-0.004937023,0.0047902614,-0.018026765,0.017973943,-0.01873758,-0.008984823,0.006073624,0.0,0.0,0.0,0.0,0.0,
-0.018013293,0.0180288,0.018005513,-0.004938543,0.004791558,-0.01921002,0.018593334,0.018046826,0.008982837,-0.006067736,0.0,0.0,0.0,0.0,0.0,
-0.018012345,0.01841067,0.018003521,0.0049332976,0.004786268,0.017959109,-0.018070856,-0.017986214,-0.008981943,0.0060693324,0.0,0.0,0.0,0.0,0.0,
-0.01799819,0.01796907,0.017878661,0.0049332976,0.004773423,0.018072506,0.017882667,-0.0176506,-0.00897181,-0.0060718805,0.0,0.0,0.0,0.0,0.0,
-0.017999249,0.01794593,-0.018098414,0.0049306154,0.0047858357,0.018030409,0.017892838,-0.017978009,-0.008965492,-0.006073229,0.0,0.0,0.0,0.0,0.0,
-0.01801725,-0.017968412,0.017975619,0.004938364,-0.0047911406,0.018170822,-0.019164976,-0.018918011,-0.008982539,-0.0060737133,0.0,0.0,0.0,0.0,0.0,
-0.018008288,0.017688904,0.01793349,-0.004933715,0.004786402,0.018162653,0.018224439,-0.018040927,0.008955032,-0.006070286,0.0,0.0,0.0,0.0,0.0,
-0.01799834,0.017957114,0.01787949,0.004918754,0.004785776,0.018064443,-0.018103452,0.018207591,-0.008979976,-0.006070137,0.0,0.0,0.0,0.0,0.0,
